821.133.1-1 Francouzská poezie, francouzsky psaná	25 Beletrie	821.133.1 Francouzská literatura, francouzsky psaná
821.133.1-2 Francouzské drama, francouzsky psané	25 Beletrie	821.133.1 Francouzská literatura, francouzsky psaná
821.133.1-3 Francouzská próza, francouzsky psaná	25 Beletrie	821.133.1 Francouzská literatura, francouzsky psaná
821.134.2 Španělská literatura, španělsky psaná	25 Beletrie	821.134.2 Španělská literatura, španělsky psaná
821.134.2-1 Španělská poezie, španělsky psaná	25 Beletrie	821.134.2 Španělská literatura, španělsky psaná
821.134.2-2 Španělské drama, španělsky psané	25 Beletrie	821.134.2 Španělská literatura, španělsky psaná
821.134.2-3 Španělská próza, španělsky psaná	25 Beletrie	821.134.2 Španělská literatura, španělsky psaná
821.134.3 Portugalská literatura, portugalsky psaná	25 Beletrie	821.134.3 Portugalská literatura, portugalsky psaná
821.14'02 Řecká antická literatura	25 Beletrie	821.14'02 Řecká antická literatura
821.14'02-1 Řecká antická poezie	25 Beletrie	821.14'02 Řecká antická literatura
821.14'02-2 Řecké antické drama	25 Beletrie	821.14'02 Řecká antická literatura
821.14'02-3 Řecká antická próza	25 Beletrie	821.14'02 Řecká antická literatura
821.14 Řecká literatura (středověká, novodobá)	25 Beletrie	821.14 Řecká literatura (středověká, novodobá)
821.16 Slovanské literatury	25 Beletrie	821.16 Slovanské literatury
821.161 Východoslovanské literatury	25 Beletrie	821.16 Slovanské literatury
821.161.1 Ruská literatura	25 Beletrie	821.16 Slovanské literatury
821.162 Západoslovanské literatury	25 Beletrie	821.16 Slovanské literatury
821.162.1 Polská literatura	25 Beletrie	821.16 Slovanské literatury
821.162.4 Slovenská literatura	25 Beletrie	821.16 Slovanské literatury
821.163 Jihoslovanské literatury	25 Beletrie	821.16 Slovanské literatury
821.163.1 Staroslověnská literatura	25 Beletrie	821.16 Slovanské literatury
821.162.3 Česká literatura	25 Beletrie	821.162.3 Česká literatura
821.162.3-1 Česká poezie	25 Beletrie	821.162.3 Česká literatura
821.162.3-2 České drama	25 Beletrie	821.162.3 Česká literatura
821.162.3-3 Česká próza	25 Beletrie	821.162.3 Česká literatura
821.17 Baltské literatury	25 Beletrie	821.17 Baltské literatury
821.41 Afroasijské (hamitosemitské) literatury	25 Beletrie	821.41 Afroasijské (hamitosemitské) literatury
821.432 Nigerokonžské literatury	25 Beletrie	821.432 Nigerokonžské literatury
821.51 Uraloaltajské literatury	25 Beletrie	821.51 Uraloaltajské literatury
821.521 Japonská literatura	25 Beletrie	821.521 Japonská literatura
821.531 Korejská literatura	25 Beletrie	821.531 Korejská literatura
821.58 Sino-tibetské literatury	25 Beletrie	821.58 Sino-tibetské literatury
821.62 Austronéské literatury	25 Beletrie	821.62 Austronéské literatury
821.81/.82 Literatury severoamerických Indiánů	25 Beletrie	821.81/.82 Literatury severoamerických Indiánů
821.873 Literatury andsko-rovníkových jazyků	25 Beletrie	821.873 Literatury andsko-rovníkových jazyků
821-93 Literatura pro děti a mládež (beletrie)	26 Literatura pro děti a mládež	821-93 Literatura pro děti a mládež (beletrie)
0/9-053.2 Literatura pro děti a mládež (naučná)	26 Literatura pro děti a mládež	0/9-053.2 Literatura pro děti a mládež (naučná)
